Country Name,Country Code,Indicator Name,2015,2016,2017,2018,2019,2020,2021
Austria,AUT,Urban population,4988134,5058968,5110858,5153759,5196085,5238479,5283472
Austria,AUT,Urban population growth (annual %),1.44900148,1.4100618,1.020478626,0.835905515,0.817910607,0.812573161,0.855226835
Austria,AUT,"Mortality caused by road traffic injury (per 100,000 population)",5.7,5.2,4.9,4.8,4.9,,
Austria,AUT,Pump price for gasoline (US$ per liter),,1.2,,,,,
Austria,AUT,Pump price for diesel fuel (US$ per liter),,1.15,,,,,
Austria,AUT,Population in urban agglomerations of more than 1 million (% of total population),21.23158518,21.25091625,21.35199668,21.49813342,21.56931594,21.64375278,21.71677183
Austria,AUT,Population in urban agglomerations of more than 1 million,1834982,1856622,1878456,1900547,1915338,1929944,1944910
Austria,AUT,Population in the largest city (% of urban population),36.78694277,36.69961937,36.75422013,36.87690868,36.86117529,36.8416863,36.81121051
Austria,AUT,Population in largest city,1834982,1856622,1878456,1900547,1915338,1929944,1944910
Austria,AUT,Population living in slums (% of urban population),,,,,,,
Austria,AUT,Urban population living in areas where elevation is below 5 meters (% of total population),0,,,,,,
Austria,AUT,Population density (people per sq. km of land area),104.7345977,105.8733398,106.6113185,107.1318589,107.6093068,108.0570044,
Austria,AUT,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",91.47446535,85.01593469,85.05153767,,,,
Austria,AUT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",13.54109517,12.59681605,12.47796673,,,,
Austria,AUT,"Access to electricity, urban (% of urban population)",100,100,100,100,100,100,
Austria,AUT,Urban land area (sq. km),2973.71201,,,,,,
