"","CountryNames","CourageAvgUnsampled","CourageVarUnsampled","CourageAvgSampled01","CourageVarSampled01","CourageAvgSampled02","CourageVarSampled02","CourageAvgSampled03","CourageVarSampled03","CourageAvgSampled04","CourageVarSampled04","CourageAvgSampled05","CourageVarSampled05","CourageAvgSampled06","CourageVarSampled06","CourageAvgSampled07","CourageVarSampled07","CourageAvgSampled08","CourageVarSampled08","CourageAvgSampled09","CourageVarSampled09","CourageAvgSampled10","CourageVarSampled10","GTI2018","GTI2019","GTI2020","Hofstede2010_IDV","Hofstede2010_MAS","GII2017","GII2018","GII2019","GII2020","GII2021","BCGIII2009","BloombergInnovation2015","CreativityIndex2015","OECD_Edu_Primary","OECD_Edu_Primary_SE","OECD_Edu_Secondary","OECD_Edu_Secondary_SE","OECD_Edu_Tertiary","OECD_Edu_Tertiary_SE","OECD_GDP_2017","OECD_GDP_2018","OECD_GDP_2019","OECD_GDP_2020","OECD_GDP_2021","OECD_Unemployment_2017","OECD_Unemployment_2018","OECD_Unemployment_2019","OECD_Unemployment_2020","OECD_Unemployment_2021","UN_Edu_Primary_ComplRate_2017","UN_Edu_Primary_ComplRate_2018","UN_Edu_Primary_ComplRate_2019","UN_Edu_Primary_EnrolRate_2017","UN_Edu_Primary_EnrolRate_2018","UN_Edu_Primary_EnrolRate_2019","UN_Edu_Secondary_EnrolRate_2017","UN_Edu_Secondary_EnrolRate_2018","UN_Edu_Secondary_EnrolRate_2019","UN_Edu_Tertiary_EnrolRate_2017","UN_Edu_Tertiary_EnrolRate_2018","UN_Edu_Tertiary_EnrolRate_2019","UN_GDP_2017","UN_GDP_2018","UN_GDP_2019","UN_GDP_Growth_2017","UN_GDP_Growth_2018","UN_GDP_Growth_2019","UN_GDP_percap_2017","UN_GDP_percap_2018","UN_GDP_percap_2019","UN_GDP_percap_growth_2017","UN_GDP_percap_growth_2018","UN_GDP_percap_growth_2019","UN_GDP_PPP_percap_2017","UN_GDP_PPP_percap_2018","UN_GDP_PPP_percap_2019","UN_GNI_Atl_2017","UN_GNI_Atl_2018","UN_GNI_Atl_2019","UN_GNI_Atl_percap_2017","UN_GNI_Atl_percap_2018","UN_GNI_Atl_percap_2019","UN_GNI_PPP_2017","UN_GNI_PPP_2018","UN_GNI_PPP_2019","UN_GNI_PPP_percap_2017","UN_GNI_PPP_percap_2018","UN_GNI_PPP_percap_2019","UN_Metro_Population_2017","UN_Metro_Population_2018","UN_Metro_Population_2019","UN_NetIncome_2017","UN_NetIncome_2018","UN_NetIncome_2019","UN_Patent_NonResident_2017","UN_Patent_NonResident_2018","UN_Patent_NonResident_2019","UN_Patent_Resident_2017","UN_Patent_Resident_2018","UN_Patent_Resident_2019","UN_Researcher_Density_2017","UN_Researcher_Density_2018","UN_RnD_2017","UN_RnD_2018","UN_RnD_2019","UN_TradeMark_NonResident_2017","UN_TradeMark_NonResident_2018","UN_TradeMark_NonResident_2019","UN_TradeMark_Resident_2017","UN_TradeMark_Resident_2018","UN_TradeMark_Resident_2019","UN_Unemployment_2017","UN_Unemployment_2018","UN_Unemployment_2019","UN_Urbanisation_2017","UN_Urbanisation_2018","UN_Urbanisation_2019","WB_Educ_Spending","WB_GDP_curent","WB_GDP_growth","WB_GDP_percap","WB_Gross_Primary_Enrollment","WB_Gross_Secndry_Enrollment","WB_Gross_UpprSec_Enrollment","WB_Immigrants","WB_Internet_Users","WB_Labour_Participation","WB_Patent_Rate","WB_RnD_Spending","WB_Service_Industry_Contribution","WB_UrbanPop_growth","WB_UrbanPop_percnt"
"69","Switzerland",0.646288258,0.030318985,0.665646667,0.027147293,0.651026667,0.028776976,0.641936667,0.033048568,0.646216667,0.028986732,0.655286667,0.030019095,0.653406667,0.027082309,0.653876667,0.031357346,0.651656667,0.028440962,0.67036,0.031766546,0.648173333,0.030862184,0.134,0.191,0.286,67,65,67.69,68.4,67.24,66.08,65.5,1.9,72.73,0.822,NA,NA,NA,NA,NA,NA,728327730914.888,749750794623.597,759085800987.637,740062205167.195,761730572620.251,4.7938507931,4.7234193738,4.3887362443,4.8314324939,5.12728257,97.15868378,96.21008301,96.36173248,105.1906815,105.4764709,105.7872772,102.4874268,102.5706787,102.3407822,59.56298828,61.37744904,63.30805969,7.04479e+11,7.35539e+11,7.31767e+11,1.584819616,2.916905098,1.210992207,83352.08865,86388.40495,85334.51946,0.641284066,2.161569653,0.491609145,69103.57026,71671.51508,73143.75816,6.92044e+11,7.09064e+11,7.22539e+11,81880,83280,84260,5.76143e+11,5.85836e+11,6.04681e+11,68170,68810,70510,16.04428148,16.09967151,16.12882611,13.10961587,16.29098734,17.35805275,291,332,348,1337,1283,1369,5450.4318,NA,3.36798,NA,NA,18572,19225,19897,12715,12774,12644,4.8,4.71,4.39,73.761,73.797,73.849,5.1,84009,2.3,3940,105.45,102.5,100.9,28.8,93.1,53.7,NA,NA,62.6,0.5,18.5
"70","Taiwan",0.657022907,0.025415553,0.66786,0.024194857,0.649086667,0.028624715,0.663586667,0.022720504,0.65889,0.024099275,0.659233333,0.024123062,0.65507,0.026308273,0.66269,0.026507171,0.668866667,0.025756337,0.654336667,0.028056284,0.64666,0.024459014,0.943,1.008,0.607,17,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Thailand",0.641892241,0.028626491,0.642973333,0.02815216,0.639363333,0.029834928,0.628223333,0.033696408,0.641786667,0.030728904,0.627786667,0.027946844,0.63732,0.027093422,0.621,0.028874803,0.641036667,0.029761527,0.64813,0.031714562,0.649186667,0.026510781,6.252,6.029,5.783,20,34,37.57,38,38.63,36.68,37.2,0.06,33.94,0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.4525528,93.42047119,94.41137695,99.62503052,99.77436066,101.0526733,116.7339401,117.7388077,115.1526566,NA,NA,NA,4.56357e+11,5.06611e+11,5.44264e+11,4.177681032,4.189585496,2.266433672,6593.818352,7296.879608,7817.009671,3.818674251,3.861482289,1.976892457,17422.95235,18530.21179,19233.86592,4.12965e+11,4.5859e+11,5.05161e+11,5970,6610,7260,1.15182e+12,1.22419e+12,1.28984e+12,16640,17630,18530,19.63583577,20.05523269,20.35277953,15.33773785,14.71203791,14.7641983,6886,7245,7351,979,904,821,1350.34325,NA,1.00179,NA,NA,16818,25986,20698,26511,28141,26701,0.83,0.77,0.72,49.2,49.949,50.692,4.1,530884,1.3,52896,101.05,115.15,110.85,5.2,66.7,64.6,NA,NA,73.4,1.1,87.4
"72","Trinidad and Tobago",0.660883495,0.034014196,0.651853333,0.035244159,0.663703333,0.033827574,0.661303333,0.032714707,0.652336667,0.036245883,0.66418,0.034205921,0.662783333,0.035413662,0.667983333,0.03332494,0.660853333,0.03422337,0.659103333,0.034875411,0.653703333,0.034424537,0.124,0.019,0.162,16,58,29.75,26.95,28.08,24.14,24.8,NA,NA,0.433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22385426654,23679919655,23208326548,-2.987340197,0.066049775,-1.246427336,16173.74005,17037.86236,16637.16294,-3.442733208,-0.350171817,-1.60945212,26342.61666,26880.63872,26920.14473,22123212786,22222187530,23123873428,15980,15990,16580,36737623978,36303551330,37271330923,26540,26120,26720,NA,NA,NA,NA,NA,NA,171,135,112,NA,4,1,517.31899,566.97051,0.09112,0.08399,NA,1006,994,886,322,346,389,3.3,3.4,3.46,53.205,53.184,53.187,3.1,731425,1.1,85135,106.2,NA,NA,5.6,77.3,68.1,NA,NA,73.8,1.2,73.8
"73","Turkey",0.633025587,0.033928279,0.620653333,0.034771003,0.631103333,0.037650521,0.63241,0.034333193,0.620823333,0.031222768,0.63165,0.035516335,0.62992,0.040813652,0.637506667,0.032723796,0.624906667,0.035529362,0.64091,0.034986564,0.627883333,0.031623542,7.036,6.533,6.11,37,45,38.9,37.42,36.95,34.9,38.3,-0.21,49.08,0.348,68,0.4,18,0.4,14,0.3,962707403641.985,991394979706.892,1000214282329.22,1018153639554.79,1110149773184.08,10.9175955151,10.9466965529,13.7137070413,13.1333347778,12.2183511234,89.74890137,88.52777863,90.84677124,93.15498352,94.9104538,97.05747223,105.9922714,104.4788284,104.1150818,NA,113.2170715,115.0420609,8.58996e+11,7.78472e+11,7.61004e+11,7.501997489,2.979885235,0.889585161,10589.66772,9454.348443,9121.515167,5.794264413,1.449522518,-0.427943737,27913.81872,27946.36185,27303.22897,8.90156e+11,8.65754e+11,8.08443e+11,10970,10510,9690,2.23503e+12,2.26579e+12,2.23945e+12,27550,27520,26840,36.80375513,36.84623007,36.96140268,12.75873384,15.48465257,12.48645113,380,310,217,8175,7156,7871,1379.41194,NA,0.95978,NA,NA,13209,14071,13919,106099,105549,119411,10.82,10.89,13.67,74.644,75.143,75.63,2.8,542017,2.4,7785,94.9,104.45,104.95,7.2,74,67,NA,NA,56.2,2.1,49.9
"74","Ukraine",0.626929664,0.035388757,0.637423333,0.034504847,0.615933333,0.031802591,0.624263333,0.036734241,0.631653333,0.033822361,0.624813333,0.04003648,0.632226667,0.035385601,0.631266667,0.033311688,0.616006667,0.03838796,0.627206667,0.035020813,0.64011,0.03366058,6.048,5.547,4.692,NA,NA,37.62,38.52,37.4,36.32,35.6,-0.45,50.06,0.518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12091e+11,1.30891e+11,1.53883e+11,2.359972281,3.488362342,3.199503862,2640.675677,3096.817402,3662.563087,2.9171754,3.932894949,3.815824772,11871.12362,12634.23555,13350.48232,1.00202e+11,1.16378e+11,1.39085e+11,2380,2800,3370,5.11217e+11,5.39196e+11,5.67893e+11,12140,12960,13750,12.0115228,12.1100024,12.20192905,3.19444931,1.212501076,-1.273250225,1764,1861,1755,2283,2107,2097,994.07744,988.07663,0.44839,0.47109,NA,10558,10701,10970,26276,27330,29829,9.51,8.8,8.19,69.246,69.352,69.473,5.4,23209,-1.2,16637,99.05,95.95,92.8,11.4,62.6,59.5,NA,NA,58.1,0.2,53.2
"75","United Arab Emirates",0.692501756,0.035863501,0.70215,0.039290723,0.70388,0.035096741,0.70499,0.02896005,0.709056667,0.03329002,0.663793333,0.039628365,0.71009,0.037532932,0.70066,0.033462239,0.687426667,0.034535148,0.67156,0.036985177,0.713333333,0.034359119,0.105,0.048,0,38,53,43.24,42.58,42.17,41.79,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.9388199,108.3970566,NA,114.4123611,104.9479294,NA,102.160347,NA,NA,52.60697937,3.85606e+11,4.22215e+11,4.17216e+11,2.373551057,1.189855642,3.411538686,40644.79119,43839.32449,42701.44305,1.011430774,-0.320590314,1.934431483,67183.60531,68576.11552,71150.54214,3.72656e+11,3.99412e+11,4.28223e+11,39280,41470,43830,6.41976e+11,6.62682e+11,6.98626e+11,67670,68810,71500,57.54527729,59.97242644,60.52967875,NA,NA,NA,1748,1727,1846,52,56,58,NA,2378.88895,NA,1.27836,NA,12967,13739,13179,6075,4711,5507,2.46,2.23,2.28,86.248,86.522,86.789,3.1,761426,0.9,9127,114.4,102.15,100.05,88.1,99.2,52.7,NA,NA,62.7,2.4,75.1
"76","United Kingdom",0.64793485,0.034873608,0.659146667,0.036454968,0.654096667,0.034617512,0.64657,0.040702768,0.640756667,0.035893977,0.650533333,0.040863159,0.650093333,0.03520771,0.64379,0.036455518,0.65664,0.031201622,0.64768,0.034577108,0.633516667,0.041468371,5.61,5.405,5.161,89,66,60.89,60.13,61.3,59.78,59.8,1.42,79.5,0.881,NA,NA,NA,NA,NA,NA,3088511150975.15,3139500167745.17,3191990859605.21,2882565116716.42,3082077548580.46,4.4023469243,4.080516274,3.8279686549,4.5489557429,4.5389422479,100.1228638,100.5974579,101.5946884,101.1545563,100.9955521,100.4914627,125.8518677,120.783577,118.73629,59.99557114,61.38288879,65.77336121,2.69902e+12,2.90079e+12,2.87867e+12,2.134453093,1.650925496,1.671944197,40857.75558,43646.95197,43070.49836,1.442929368,1.036855219,1.099995912,46372.3866,47863.2227,49333.71247,2.76668e+12,2.81887e+12,2.9049e+12,41880,42410,43460,3.02358e+12,3.13634e+12,3.27819e+12,45770,47190,49050,26.71268361,26.83045848,26.9586882,3.637215194,2.919434205,NA,8771,8076,7189,13301,12865,12061,4341.15124,4603.31022,1.68022,1.70274,NA,20598,28120,36892,63158,66833,68782,4.33,4,3.74,83.143,83.398,83.652,5.4,153781,3.2,3496,100.95,120.85,122.55,13.8,92.5,53.9,NA,NA,63.3,-0.4,69.4
"77","United States",0.669493845,0.032040608,0.670633333,0.035567885,0.67555,0.035420656,0.67415,0.028188797,0.661393333,0.032858259,0.664896667,0.0342782,0.66306,0.038184231,0.674716667,0.033360966,0.672286667,0.030704466,0.669916667,0.034748719,0.672883333,0.033055756,6.066,5.691,5.26,98,62,61.4,59.81,61.73,60.56,61.3,1.88,84.13,0.95,10,0.5,50,0.7,40,0.6,18926865831334.8,19479313865558.2,19925169875441.1,19246799723470.6,20316817108568.5,4.355360942,3.8959810291,3.6697514177,8.0551567965,5.4393632894,98.8321991,100.0926971,100.4890518,101.8214417,101.2565613,100.9813004,98.95233917,99.27558136,100.0634308,88.16738892,88.29917908,87.88871002,1.9543e+13,2.06119e+13,2.14332e+13,2.332679395,2.996464352,2.161176515,60109.65573,63064.41841,65279.52903,1.687321406,2.455679199,1.697011299,60109.65573,63064.41841,65279.52903,1.92611e+13,2.07509e+13,2.16591e+13,59240,63490,65970,1.98931e+13,2.09468e+13,2.17086e+13,61190,64090,66120,45.98061194,46.30452605,46.47373339,5.864293495,5.760302542,5.77951558,313052,312046,336340,293904,285095,285113,4412.43542,NA,2.81741,2.83283,NA,117716,122683,140906,330498,342150,351823,4.36,3.9,3.67,82.058,82.256,82.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Uruguay",0.616446328,0.035508225,0.61731,0.035384562,0.620923333,0.033731034,0.61286,0.035564937,0.610186667,0.034066299,0.617496667,0.035161408,0.616943333,0.034617632,0.613056667,0.035490937,0.622036667,0.034586249,0.62046,0.034585888,0.615916667,0.035083154,0.344,0.172,0.086,36,38,34.53,34.2,34.32,30.84,32.2,-0.95,NA,0.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.69988251,103.2246475,NA,108.4594421,106.0172272,104.3050385,120.2243118,121.176239,123.0038223,63.12577057,97.44525146,102.6449585,64233966861,64515038268,61231149881,1.627753973,0.477907184,0.350447153,18690.89384,18703.86029,17688.01501,1.257929132,0.109558006,-0.010198984,23009.87423,23588.15139,24006.78694,54706373688,59582046587,61497648545,15920,17270,17760,74689884398,76754352827,79086764616,21730,22250,22850,50.25526349,50.35787075,50.3996411,7.074331888,6.552795414,8.131435166,500,NA,NA,23,NA,NA,690.7908,696.37621,0.48393,0.41865,NA,3282,3109,2968,2263,2284,2512,7.89,8.34,9.35,95.24,95.334,95.426,5,421142,1.7,43103,106,121.3,116.8,3.1,77.4,82.2,NA,NA,53.1,2.4,86.5
"79","Venezuela",0.6497151,0.036625896,0.644986667,0.037230114,0.652206667,0.037072178,0.64155,0.038325158,0.645726667,0.035821711,0.644513333,0.037388639,0.656843333,0.035461564,0.653233333,0.036455986,0.647103333,0.036656856,0.658593333,0.036236623,0.648503333,0.034337482,3.665,4.101,3.658,12,73,NA,NA,NA,NA,NA,-1.37,NA,0.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Vietnam",0.639305902,0.032794895,0.631483333,0.033894913,0.63806,0.03221821,0.651363333,0.032872112,0.652586667,0.028948223,0.62483,0.032591125,0.643326667,0.033024214,0.631196667,0.033922212,0.650376667,0.031941312,0.6362,0.031642274,0.622986667,0.03559319,0.663,0.999,0.42,20,40,38.34,37.94,38.84,37.12,37,-0.65,NA,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.0212097,NA,109.1508331,110.5948105,115.435173,NA,NA,NA,NA,NA,28.63998032,2.2378e+11,2.45214e+11,2.61921e+11,6.81224566,7.075788617,7.017434882,2365.521615,2566.447487,2715.27598,5.728088412,6.016398379,6.001036651,7155.443187,7768.080218,8381.23932,2.00677e+11,2.27205e+11,2.47825e+11,2120,2380,2570,6.25494e+11,6.94324e+11,7.56622e+11,6610,7270,7840,16.36945533,16.90939645,17.34938345,9.250948075,9.862457385,9.414697915,4790,5425,6800,592,646,720,707.74357,NA,0.52674,NA,NA,15216,16961,18450,35520,37476,43652,1.87,1.16,2.04,35.213,35.919,36.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
